Year,Ontario GHG ID,Facility Owner,Facility Name,Facility City,Facility Primary NAICS Code,Carbon dioxide (CO2) from non-biomass in CO2e (t),Carbon dioxide (CO2) from biomass in CO2e (t),Methane (CH4) in CO2e (t),Nitrous oxide (N2O) in CO2e (t),Sulphur hexafluoride (SF6) in CO2e (t),Hydrofluorocarbons (HFCs) in CO2e (t),Perfluorocarbons (PFCs) in CO2e (t),Nitrogen Trifluoride (NF3) in CO2e (t),Total CO2e from all sources in CO2e (t),Reporting Amount in CO2e (t),Verification Amount in CO2e (t),Accredited Verification Body
2017,1141,Toyota Motor Manufacturing Canada Inc.,Toyota Motor Manufacturing Canada Inc. (Woodstock),Woodstock,336110,35273.228,0,14.6076,193.44,0,0,0,0,35482,35482,35447,Stantec Consulting Ltd.
2017,1142,TransAlta Generation Partnership,Mississauga Cogeneration Plant,Mississauga,221112,0,0,0,0,0,0,0,0,0,0,0,GHD
2017,1143,TransAlta Generation Partnership,Ottawa Health Sciences Centre (OHSC) Cogeneration Facility,Ottawa,221112,26742.3731,0,18.7299,171.74,0,0,0,0,26933,26933,26933,GHD
2017,1144,TransAlta Generation Partnership,Sarnia Regional Cogeneration Facility,Sarnia,221112,121842.6584,0,667.464,985.304,0,0,0,0,123496,123496,123496,GHD
2017,1145,TransAlta Generation Partnership,Windsor Essex Cogeneration Plant,Windsor,221112,7677.0034,0,10.6323,59.613,0,0,0,0,7748,7748,7748,GHD
2017,1146,TransCanada Energy Ltd.,Halton Hills Generating Station,Halton Hills,221112,421847.1456,0,2310.9093,3411.333,0,0,0,0,427570,427570,427570,Ernst & Young LLP
2017,1147,TransCanada PipeLines Ltd.,"TransCanada Pipeline, Ontario",Kenora,486210,501428.0139,0,243728.2743,4135.896,0,0,0,0,749293,749293,516034,Ernst & Young LLP
2017,1148,Stelco Inc.,Hamilton,Hamilton,331110,225316.57,8873.6245,12002.3715,664.733,0,0,0,0,246858,237984,226058,RWDI AIR Inc.
2017,1149,Stelco Inc.,Lake Erie,Haldimand County,331110,3231760.245,0,30119.481,1680.51,0,0,0,0,3263561,3263561,3233569,RWDI
2017,1150,Union Gas Limited,Natural Gas Transmission and Distribution,Chatham,221210,229998.0073,0,213287.9616,1889.946,0,0,0,0,445176,445176,235801,Ernst & Young LLP
2017,1151,University of Guelph,Guelph Campus,Guelph,611310,38650.7896,0,15.9705,222.89,0,0,0,0,38890,38890,38890,Internat Energy Solutions Canada
2017,1152,The Governing Council of the University of Toronto,St George Campus,Toronto,611310,79330,0,184.38,527,0,0,0,0,80323,80323,80323,SAI GLOBAL
2017,1153,The University of Western Ontario,Main Campus,London,611310,49362.41,0,20.517,290.78,0,0,0,0,49674,49674,49674,GHD
2017,1156,Whitby Cogeneration L.P.,Whitby Cogeneration,Whitby,221112,218410,0,345.87,1780.95,0,0,0,0,220537,220537,220537,Stantec Consulting Ltd.
2017,1157,Glencore Canada Corporation,Kidd Metallurgical Site,Timmins/District of Cochrane,212233,23865.89,0,9.8952,130.231,0,0,0,0,24007,24007,24007,
2017,1158,Glencore Canada Corporation,Sudbury Integrated Nickel Operations Smelter,Falconbridge,331410,126134.1382,0,11.1993,147.343,0,0,0,0,126293,126293,126293,GHD Limited
2017,1159,York University,Keele Campus,Toronto,611310,54788.783,0,171.15,384.09,0,101.4,0,0,55446,55446,55345,Internat Energy Solutions
2017,1160,York Energy Centre LP,York Energy Centre,Newmarket,221112,18224.191,0,99.834,147.374,0,0,0,0,18472,18472,18472,GHD Limited
2017,1162,City of Hamilton,Glanbrook Landfill Site,Hamilton,562210,0,18718,7.1988,10.6268,0,0,0,0,18736,18,18,
2017,1163,Greenfield Global Inc.,Tiverton,Tiverton,325190,25852.895,0,10.64,140.4421,0,0,0,0,26004,26004,26004,GHD Limited
2017,1164,Magna Exteriors Inc.,POLYCON INDUSTRIES,Guelph,326193,39116.72,0,140.2443,277.45,0,0,0,0,39535,39535,39535,GHD Limited
2017,1165,University of Windsor,University of Windsor,Windsor,611310,24195.484,0,114.009,187.24,0,0,0,0,24497,24497,24497,"Ruby Canyon Engineering, Inc."
2017,1166,Ruetgers Canada Inc.,Ruetgers Canada Inc,Hamilton,325190,28544.7,0,11.676,153.76,0,0,0,0,28711,28711,28711,GHD Limited
2017,1167,Kawartha Ethanol Inc.,Kawartha Ethanol Inc.,Havelock,325190,41215.819,0,17.052,224.44,0,0,0,0,41458,41458,41458,GHD Limited
2017,1168,Vale Canada Limited,"Copper Cliff Mining, Smelting and Refining Complex",Copper Cliff,331410,391287.618,0,129.5154,1869.486,1444.038,0,0,0,394731,394731,394731,RWDI
2017,1169,"Magellan Aerospace Limited, Haley","Magellan Aerospace, Haley",Haley,331529,5822.029,0,2.4005,32.0509,27623.62,73.71,0,0,33554,33554,33554,RWDI AIR Inc.
2017,1170,McMaster University,MCMASTER UNIVERSITY,Hamilton,611310,22941,0,16.863,137.02,0,0,0,0,23095,23095,23095,Stantec
2017,1171,Real Alloy Canada Ltd.,Real Alloy Mississauga,Mississauga,331317,14963,0,6.1824,83.2071,0,0,0,0,15053,15053,15053,GHD Limited
2017,1172,FCA Canada Inc.,Etobicoke Casting Plant,Toronto,331523,9914.48,0,4.2,52.7,0,0,0,0,9972,9972,9972,RWDI Inc.
2017,1174,ConAgra DMAT ULC,ConAgra DMAT ULC,Dresden,311420,9125.51,0,3.78,52.7,0,0,0,0,9182,9182,9182,Ruby Canyon Engineering
2017,1175,Bartek Ingredients Inc.,Plant #1,Stoney Creek,325999,11811,0,4.83,64.17,0,0,0,0,11880,11880,11880,Internat Energy Solutions
2017,1176,University of Waterloo,University of Waterloo,Waterloo,611310,32973,0,13.6313,190.3803,0,0,0,0,33178,33178,33178,GHD Limited
2017,1177,"Rothsay, a Division of Darling International Canada Inc.",Dundas,Dundas,311614,21793.127,0,9.009,118.73,0,0,0,0,21921,21921,21921,GHD Limited
2017,1178,Covanta Durham York Renewable Energy Limited Partnership,Durham York Energy Centre,Courtice,562210,66578.47,88538.79,1133.7354,2236.65,0,0,0,0,158488,69949,69949,GHD Limited
2017,1179,Carleton University,Carleton university,Ottawa,611310,17186.095,0,7.1414,99.2846,0,0,0,0,17293,17293,17293,GHD
2017,1180,"Hydro Extrusion Canada, Inc.",North York Division,Toronto,331317,19442,0,8.043,105.71,0,0,0,0,19556,19556,19556,GHD Limited
2017,1181,University of Ottawa,Physical Resources Service,Ottawa,611310,16592.24,0,6.867,95.79,0,0,0,0,16695,16695,16695,Internat Energy Solutions
2017,1182,Campbell Co. of Canada,PLANT 051 - Toronto,Etobicoke,311410,32494,0,13.4442,176.886,0,0,0,0,32685,32685,32685,GHD
2017,1183,Revolution VSC Acquisition GP,TONOLLI CANADA,Mississauga,331490,22606,0,45.3537,52.018,0,0,0,0,22704,22704,22664,
2017,1184,Roseburg Forest Products Canada Ltd.,Roseburg Pembroke MDF,Pembroke,321216,19569.171,56025.153,384.804,848.16,0,0,0,0,76828,20803,20803,
2017,1185,Great Lakes Copper Ltd.,Great Lakes Copper Ltd.,London,331420,12633.88,0,5.2273,68.7766,0,0,0,0,12708,12708,12708,RWDI Air Inc.
2017,1186,ArcelorMittal Long Products Canada G.P.,ArcelorMittal Long Products Canada G.P.,Hamilton,331222,23304,0,9.639,126.79,0,0,0,0,23441,23441,23441,GHD
2017,1187,Hamilton Health Sciences Corporation,Juravinski Hospital and Cancer Center Cogeneration Plant,Hamilton,622111,19528,0,7.98,111.6,0,0,0,0,19648,19648,19648,GHD Limited
2017,1188,Hamilton Health Sciences Corporation,Hamilton General Hospital Cogeneration Plant,Hamilton,622111,16127,0,6.72,93,0,0,0,0,16227,16227,16227,GHD Limited
2017,1189,Vale Canada Limited,Port Colborne Refinery,Port Colborne,331410,17257.8,0,5.04,65.1,0,0,0,0,17328,17328,17328,Ernst & Young LLP
2017,1191,ARLANXEO Canada Inc.,ARLANXEO WEST,Sarnia,325210,313487,0,2065.476,2466.05,0,0,0,0,318019,318019,318019,GHD
2017,1192,"Glencore Canada Corporation, Sudbury INO",Sudbury Operations Mines Mill - Onaping Area,Onaping,212232,12401.181,0,5.166,68.2,0,0,0,0,12475,12475,12475,GHD Limited
2017,1193,Goldcorp Canada Limited - Red Lake Gold Mines,Red Lake Gold Mines,Balmertown,212220,16082.6656,0,6.638,90.9267,0,0,0,0,16181,16181,16181,GHD Limited
2017,1194,Apotex Inc.,Apotex Inc. Etobicoke site,Toronto,325410,12438.56,0,5.1471,67.704,0,0,0,0,12512,12512,12512,SAI Global
2017,1195,Agriville Farms Ltd,Agriville Farms Ltd,Kingsville,111419,21442.735,6395.587,51.87,208.32,0,0,0,0,28099,21703,21703,"Ruby Canyon Engineering, Inc."
2017,1196,Mucci Farms Ltd,Mucci Farms Ltd.,Kingsville,111419,29383.483,0,18.816,172.67,0,0,0,0,29575,29575,29575,"Ruby Canyon Engineering, Inc."
2017,1197,Southshore Greenhouses Inc.,Southshore Greenhouses Inc.,Kingsville,111419,14735.541,1606.543,16.884,106.33,0,0,0,0,16466,14859,14859,"Ruby Canyon Engineering, Inc."
2017,1198,GOLDCORP CANADA LTD,Porcupine Gold Mines,South Porcupine,212220,10318.4323,0,4.284,60.574,0,0,0,0,10384,10384,10384,GHD
2017,1199,Greenhill Produce (Thamesville) Ltd.,Greenhill Produce (2),Kent Bridge,111419,28554.17,0,11.76,167.4,0,0,0,0,28734,28734,28734,GHD
2017,1200,LANXESS Canada Co./Cie,Elmira Facility,Elmira,325999,10074.385,0,4.1685,54.839,0,0,0,0,10134,10134,10134,GHD Limited
2017,1201,Soave Hydroponics Company,Great Northern Hydroponics,Kingsville,111419,31164.4,0,13.02,179.8,0,0,0,0,31358,31358,31358,GHD
2017,1203,Twin Peaks Hydroponics Inc.,Twin Peaks Hydroponics Inc.,Kingsville,111419,19181.22,0,7.98,111.6,0,0,0,0,19301,19301,19301,GHD
2017,1204,1808278 Ontario Inc.,1808278 Ontario Inc.,Kingsville,111419,16564.28,0,6.93,96.1,0,0,0,0,16668,16668,16668,GHD
2017,1205,DiCiocco Farms Eastside Inc,DiCiocco Farms Eastside Inc.,Leamington,111419,20409.11,0,8.4,117.8,0,0,0,0,20536,20536,20536,GHD
2017,1206,Cervini Farms (1993) Inc.,Cervini Farms (1993) Inc.,Leamington,111419,12210.35,0,5.04,71.3,0,0,0,0,12287,12287,12287,GHD
2017,1207,Canadian Mist Distillers Ltd.,Canadian Mist Distillers Limited,Collingwood,312140,10964,0,4.5116,59.5588,0,0,0,0,11029,11029,11029,Stantec Consulting Ltd
2017,1208,Enwave Windsor Limited Partnership,Enwave Windsor Limited Parnership,Windsor,221330,11851.955,0,4.9518,71.486,0,0,0,0,11929,11929,11929,Internat Energy Solutions Canada
2017,1209,"Stackpole International Powder Metal, Ltd",Stackpole PMDS,Stratford,333619,10295.9538,0,4.2599,56.0492,0,0,0,0,10357,10357,10357,GHD Limited
2017,1210,AMCO Farms Inc.,AMCO Farms Inc.,Leamington,111419,25715.05,0,10.71,148.8,0,0,0,0,25875,25875,25875,GHD
2017,1212,Imerys Talc Canada Inc.,Timmins Micronizing Plant,Timmins,212398,13439,0,5.565,73.16,0,0,0,0,13518,13518,13518,GHD Limited
2017,1213,617885 Ontario Limited,617885 Ontario Limited o/a Jem Farms,Ruthven,111419,10227.46,0,4.2,58.9,0,0,0,0,10291,10291,10291,GHD
2017,1214,Mastron Enterprises LTD,Mastron Enterprises LTD,Ruthven,111419,21562.88,0,8.82,124,0,0,0,0,21696,21696,21696,GHD
2017,1215,Orangeline Farms Limited,Orangeline Farms Limited,Leamington,111419,11543,0,4.83,65.1,0,0,0,0,11613,11613,11613,GHD
2017,1216,The Ottawa Hospital,The Ottawa Hospital - Civic campus,Ottawa,622111,12517.9217,0,5.1786,72.261,0,0,0,0,12596,12596,12596,Enviro-access GHG experts
2017,1217,1329606 Ontario Limited,1329606 Ontario Limited,Leamington,111419,13858.213,0,5.733,79.98,0,0,0,0,13944,13944,13944,"Ruby Canyon Engineering, Inc."
2017,1218,Great Lakes Greenhouses Inc.,Great Lakes Greenhouses Inc.,Leamington,111419,26571.967,0,33.159,169.26,0,0,0,0,26775,26775,26775,"Ruby Canyon Engineering, Inc."
2017,1219,Goodyear Canada Inc.,Goodyear Canada Inc.,Napanee,326210,17893.31,0,7.434,98.89,0,0,0,0,18000,18000,18000,GHD
2017,1220,Kuntz Electroplating Inc.,KUNTZ ELECTROPLATING INC.,Kitchener,332810,10261.17,0,5.9472,56.668,0,0,0,0,10324,10324,10324,GHD Limited
2017,1221,Sunrite Greenhouses Ltd.,Sunrite Greenhouses Ltd,Kingsville,111419,16612.914,0,6.867,95.79,0,0,0,0,16716,16716,16716,"Ruby Canyon Engineering, Inc."
2017,1222,Nature Fresh Farms,Nature Fresh Plant 1,Leamington,111419,27558.407,14996.797,112.287,360.22,0,0,0,0,43028,28031,28031,"Ruby Canyon Engineering, Inc."
2017,1223,Nature Fresh Farms,Nature Fresh Plant 2,Leamington,111419,11179.041,0,4.683,67.58,0,0,0,0,11252,11252,11252,"Ruby Canyon Engineering, Inc."
2017,1224,Zochem ULC,Zochem,Brampton,325189,16385,0,6.72,89.9,0,0,0,0,16482,16482,16482,GHG Limited
2017,1225,ARCELORMITTAL WINDSOR A DIVISION OF ARCELORMITTAL DOFASCO G.P.,ARCELORMITTAL WINDSOR A DIVISION OF ARCELORMITTAL DOFASCO G.P.,Windsor,332810,29447.1681,0,12.1837,160.3047,0,0,0,0,29620,29620,29620,GHD
2017,1226,Sunnybrook Health Sciences Centre,Sunnybrook Health Sciences Centre,Toronto,622111,23898.9,0,9.8889,137.981,0,0,0,0,24047,24047,24047,Enviro-Acces
2017,1227,Ecotex Healthcare Linen Service LP,Ecotex Healthcare Linen Service LP,Mississauga,812320,10689.73,0,4.41,62,0,0,0,0,10757,10757,10757,GHD
2017,1228,Pomas Farms Inc,Pomas Farms Inc.,Staples,111419,24863.387,0,10.437,152.21,0,0,0,0,25027,25027,25027,"Ruby Canyon Engineering, Inc."
2017,1229,IKO Industries Ltd.,IKO Madoc,Madoc,212398,20308.95,0,8.4,110.67,0,0,0,0,20429,20429,20429,RWDI
2017,1230,IKO Industries Ltd.,IKO Hawkesbury,Hawkesbury,324122,12111.94,0,4.962,65.41,0,0,0,0,12183,12183,12183,
2017,1231,Platinum Produce Company,Platinum Produce,Blenheim,111419,18655.285,0,7.728,107.57,0,0,0,0,18771,18771,18771,"Ruby Canyon Engineering, Inc."
2017,1232,Kapital Produce Ltd,Kapital Produce Ltd,Ruthven,111419,14181.246,0,5.859,81.84,0,0,0,0,14269,14269,14269,"Ruby Canyon Engineering, Inc."
2017,1233,St. David's Hydroponics Ltd.,St. David's Hydroponics,Niagara on the Lake,111419,15399,0,6.3712,88.8925,0,0,0,0,15495,15495,15495,GHD
2017,1234,Kimberly-Clark Inc.,"Kimberly Clark, Huntsville Mill",Huntsville,322121,17146.6588,0,7.0917,93.3286,0,0,0,0,17248,17248,17248,GHD
2017,1235,Magna Structural Systems Inc.,FORMET INDUSTRIES,St Thomas,336390,21978.97,0,9.093,119.66,0,0,0,0,22108,22108,22108,GHD  Limited
2017,1236,MSSC Canada,MSSC Canada,Chatham,336330,14233,0,5.88,77.5,0,0,0,0,14317,14317,14317,RWDI Air Inc
2017,1237,ASW Steel Inc.,ASW Steel Inc.,Welland,331110,18307.3597,0,5.1219,67.394,0,0,0,0,18380,18380,18380,
2017,1239,J C Fresh Farms Ltd,J.C. Fresh Farms Ltd.,Kingsville,111419,13476.543,0,5.586,77.81,0,0,0,0,13560,13560,13560,"Ruby Canyon Engineering, Inc."
2017,1240,BIOX Canada Limited,BIOX Canada Limited,Hamilton,325190,12707.5,0,5.2578,69.1765,0,0,0,0,12782,12782,12782,GHD Limited
2017,1241,Sun Gro Farms Inc.,Sun Gro Farms Inc.,Kingsville,111419,12180.584,0,5.04,70.37,0,0,0,0,12256,12256,12256,"Ruby Canyon Engineering, Inc."
2017,1242,Hendrickson Canada ULC,Hendrickson Springs,Stratford,332611,11919,0,4.9319,64.8901,0,0,0,0,11989,11989,11989,
2017,1243,Axens Canada Specialty Aluminas Inc.,Brockville Activated Alumina Plant,Brockville,325999,11232.4,0,4.683,61.69,0,0,0,0,11299,11299,11299,GHD
2017,1244,Canadian General-Tower Ltd.,Canadian General-Tower Ltd.,Cambridge,326114,15118.17,0,6.258,82.15,0,0,0,0,15207,15207,15207,RWDI Air Inc.
2017,1245,Panolam Industries Ltd.,Panolam Industries Ltd.,Huntsville,321216,16714,34814,240.975,551.8,0,0,0,0,52321,17507,17507,Internat Energy Solutions Canada
2017,1246,Markham District Energy Inc.,Warden Energy Centre,Markham,221330,21223.61,0,82.32,155,0,109.07,0,0,21570,21570,21461,RWDI
2017,1247,Matalco Inc.,Matalco Inc.,Brampton,331317,24688.29,0,9.933,140.43,0,0,0,0,24839,24839,24839,GHD
2017,1248,PepsiCo Canada ULC,Cambridge Manufacturing,Cambridge,311919,19214,0,7.959,104.47,0,0,0,0,19327,19327,19327,GHD
2017,1249,Molson Coors Canada,Toronto Brewery,Toronto,312120,13776.8,0,5.649,74.71,0,0,0,0,13858,13858,13858,SAI Global
2017,1250,Levesque Plywood Limited,Columbia Forest Products,Hearst,321211,14095,0,5.838,76.88,0,0,0,0,14178,14178,14178,Internat Energy Solutions Canada
2017,1251,"Genpak, Division of Great Pacific Enterprises LP",GENPAK MISSISSAUGA,Mississauga,326140,13256,0,5.46,71.3,0,0,0,0,13333,13333,13333,
2017,1252,Hartmann Canada Inc.,Hartmann North America,Brantford,322299,15436.2,0,6.3861,84.041,0,0,0,0,15527,15527,15527,rwdi
2017,1254,"St. Joseph's Healthcare Hamilton, A Division of St. Joseph's Health System",St. Joseph's Healthcare Hamilton,Hamilton,622111,9900.606,0,4.0963,57.1522,0,0,0,0,9962,9962,9962,GHD
2017,1255,Patriot Forge Co.,Brantford Facility,Brantford,332113,22838.9655,0,9.4495,131.8399,0,0,0,0,22981,22981,22981,GHD
2017,1256,Ontario Lottery and Gaming and Gaming Corporation operating as Niagara Fallsview Casino Resort,Fallsview Casino Resort,Niagara Falls,721120,12185.16,0,5.0416,70.3399,0,0,0,0,12261,12261,12261,GHD Limited
2017,1257,Compass Minerals Canada Corporation,GODERICH PLANT,Goderich,212393,16230.05,0,6.72,93,0,0,0,0,16330,16330,16330,GHD
2017,1258,William Osler Health System,Brampton Civic Hospital,Brampton,622111,9682.4691,0,4.0547,59.0119,0,0,0,0,9746,9746,9746,GHD
2017,1259,"Dofasco Inc., Stelco Inc.",Baycoat,Hamilton,332810,25578.8,0,10.584,139.19,0,0,0,0,25729,25729,25729,
2017,1260,Metex Heat Treating Ltd.,Metex Heat Treating Ltd.,Brampton,332810,10304.38,0,4.1559,54.87,0,0,0,0,10364,10364,10364,Internat Energy Solutions
2017,1261,Owens Corning Insulating Systems Canada LP,Toronto Plant,Toronto,327990,16117.75,0,6.5927,87.0046,0,0,0,0,16212,16212,16212,GHD Limited
2017,1262,Skyjack Inc.,Skyjack Inc.,Guelph,333920,12430,0,4.998,67.983,0,0,0,0,12503,12503,12503,GHD
2017,1263,Owens Corning Composite Materials Canada LP,Guelph Glass Plant,Guelph,327214,12336.011,0,5.0778,66.774,0,0,0,0,12408,12408,12408,GHD Limited
2017,1265,Hamilton Utilities Corp.,energy centre,Hamilton,221112,10339.8,0,56.637,83.7,0,0,0,0,10481,10481,10481,
2017,1266,Welded Tube of Canada Corp,Welded Tube (Q&T Plant),Welland,331210,12447.2005,0,5.1492,67.766,0,0,0,0,12521,12521,12521,
2017,1269,Ferrero Canada Limited,Ferrero Canada Limited,Brantford,311351,23276.1,0,9.3723,126.697,0,0,0,0,23413,23413,23413,GHD Limited
2017,1271,Air Liquide Canada Inc.,Air Liquide Canada - Hamilton (ASU and H2),Hamilton,325120,11713,0,2.1567,28.396,0,0,0,0,11744,11744,11744,
2017,1284,Hydro One Networks Inc.,Hydro One Networks,Toronto,221121,0,0,0,0,54852.412,0,0,0,54853,54853,54853,GHD Limited
2017,1294,Rosa Flora Growers Limited,Rosa Flora Growers Limited,Dunnville,111422,15296.928,9344.214,132.762,241.18,0,0,0,0,25016,15671,15671,"Ruby Canyon Engineering, Inc."
2017,1328,Unilever Canada,Rexdale Plant,Rexdale,311990,8715,0,3.57,46.5,0,0,0,0,8766,8766,8766,
2017,1333,2333281 Ontario Limited,Truly Green Farms,Chatham,111419,16069.89,0,6.72,93,0,0,0,0,16170,16170,16170,GHD
2017,1334,Allegro Acres Inc,Allegro Acres Inc.,Ruthven,111419,12231.33,0,5.04,71.3,0,0,0,0,12308,12308,12308,GHD
2017,1339,Lakeridge Health,Lakeridge Health Oshawa,Oshawa,622111,10962.7977,0,4.5778,65.9795,0,0,0,0,11034,11034,11034,GHD
2017,1340,Linamar Gear,Linamar Gear,Guelph,332710,8314.94,0,3.3495,44.113,0,0,0,0,8363,8363,8363,GHD
2017,1341,Sun-Brite Foods Inc.,Sun-Brite Foods Inc.,Ruthven,311420,11662.86,0,4.83,62,0,0,0,0,11730,11730,11730,GHD
2017,1342,Signature Aluminum Canada Inc.,Pickering,Pickering,331317,15058.98,0,6.3,80.6,0,0,0,0,15146,15146,15146,GHD
2017,1344,3M Canada Co.,3M BROCKVILLE 501,Brockville,322220,13315.92,0,5.46,71.3,0,0,0,0,13393,13393,13393,GHD Limited
2017,1345,Ontario Clean Water Agency,G.E. Booth (Lakeview) Wastewater Treatment Facility,Mississauga,221320,3860,62101.09,1467.3515,13411.1757,0,0,0,0,80840,18739,18739,
2017,1346,SUPER-PUFFT SNACKS CORPORATION,SUPER-PUFFT SNACKS CORPORATION,Mississauga,311919,12549.84,0,5.25,68.2,0,0,0,0,12624,12624,12624,GHD
2017,1347,Halton Healthcare Services Corporation,Oakville Trafalgar Memorial Hospital,Oakville,622111,13743.2714,0,5.6862,79.3343,0,0,0,0,13829,13829,13829,GHD
2017,1348,Thunder Bay Regional Health Sciences Centre,980 Oliver Road,Thunder Bay,622111,12348.2492,0,5.109,71.2814,0,0,0,0,12425,12425,12425,GHD
2017,1350,Ottawa Health Sciences Center Inc.,Ottawa Health Sciences Center Hospitals,Ottawa,622111,4567.3141,0,1.9026,27.1901,0,0,0,0,18683,4597,4597,Enviro-access GHG experts
2017,1354,Canada Malting Co Ltd.,"Canada Malting, Thunder Bay",Thunder Bay,311214,18267.226,0,7.623,100.13,0,0,0,0,18375,18375,18375,
2017,1356,Alamos Gold Incorporated,Young-Davidson,Matachewan,212220,12130.341,0,4.053,268.987,0,0,0,0,12404,12404,12404,
2017,1357,Greenfield South Power Corporation,Green Electron Power Plant,Courtright,221119,26805.8,0,146.853,216.69,0,0,0,0,27170,27170,27170,GHD Limited
2017,1361,Kaiser Aluminum Canada Limited,Kaiser Aluminum Canada Limited,London,331317,17494.028,0,7.245,95.17,0,0,0,0,17597,17597,17597,
2017,1363,Bioamber Sarnia Inc.,BAS Succinic Acid Facility,Sarnia,325190,0,0,0,0,0,0,0,0,26969,0,0,GHD Limited
2017,1367,North Bay Regional Health Centre,NBRHC,North Bay,622111,11792.39,0,4.872,68.076,0,0,0,0,11866,11866,11866,Enviro-Acces Inc.
2017,1368,Cameco Corporation,Port Hope Conversion Facility,Port Hope,331410,21782,0,9.03,117.8,0,0,0,0,21909,21909,21909,
2017,1369,Continuous Colour Coat Limited,MSC Toronto,Etobicoke,332810,11986.77,0,4.956,65.1,0,0,0,0,12057,12057,12057,RWDI AIR Inc.
2017,1371,Gay Lea Foods Cooperative Ltd.,Guelph,Guelph,311515,10803.327,0,4.473,58.9,0,0,0,0,10867,10867,10867,
2017,1372,Parmalat Canada Inc.,Winchester,Winchester,311515,22736.3,0,9.408,131.13,0,0,0,0,22877,22877,22877,GHD
2017,1373,GP North Woods LP,Englehart Oriented Strand Board Plant,Englehart,321217,12971,34015,234.003,524.21,0,0,0,0,47745,13730,13730,
2017,1374,Atlantic Power LP,Calstock Power Plant,Hearst,221119,18864.1,214242.03,1543.5,2988.4,0,0,0,0,237639,23396,23396,
2017,1376,Suntastic Hothouse Inc.,Main Greenhouses,Exeter,111419,11129.55,11818.62,84,220.1,0,0,0,0,23253,11434,11434,
2017,1379,City of Toronto,Ashbridges Bay Treatment Plant,Toronto,221320,12751,39900,5.2752,69.409,0,0,0,0,52726,12826,12826,
2017,1380,City of Toronto,Highland Creek Treatment Plant,Toronto,221320,12214,11242,87.7947,229.338,0,0,0,0,23774,12532,12532,
2017,1381,Fearmans Pork-Sofina Foods Inc.,Fearmans Pork-Sofina Foods Inc.,Burlington,311614,12699.8572,0,5.2542,69.13,0,0,0,0,12775,12775,12775,
2017,1384,K+S Windsor Salt Ltd.,Windsor Plant,Windsor,212393,36870,0,15.267,200.88,0,0,0,0,37087,37087,37087,GHD Engineering
2017,1385,Atlantic Packaging Products Ltd.,Whitby,Whitby,322121,5025,37558,2.079,27.342,0,0,0,0,132750,5055,5055,GHD
2017,1386,The Procter & Gamble Company,Belleville,Belleville,339990,14933,0,6.1782,81.282,0,0,0,0,15021,15021,15021,Stantec Consulting Ltd.
2017,1387,Kraft Heinz Canada ULC,Ingleside Plant,Ingleside,311515,19767.871,0,7.959,112.22,0,0,0,0,19889,19889,19889,
2017,1395,Klassen Greenhouse Farms Inc.,Klassen Greenhouse Farms,Cottam,111419,11207.534,0,4.641,64.79,0,0,0,0,11277,11277,11277,"Ruby Canyon Engineering, Inc."
2017,1396,Cargill Limited,Guelph Beef,Guelph,311611,10729.859,0,4.431,58.28,0,0,0,0,10793,10793,10793,
2017,1397,Envirofresh Produce Inc.,Envirofresh Produce Inc.,Sombra,111419,11624.29,0,4.83,68.2,0,0,0,0,11698,11698,11698,
2017,1400,Bombardier Inc.,Toronto Site,Toronto,336410,16032,0,5.04,34.1,0,0,0,0,16072,16072,16072,
2017,1402,Meridian Technologies Inc.,Meridian Lightweight Technologies Inc,Strathroy,331523,5633.735,0,2.1,27.9,15102.41,0,0,0,20767,20767,20767,
2017,1403,Meridian Technologies Inc.,Meridian Lightweight Technologies Inc. Plant E,Strathroy,331523,4034.512,0,1.554,20.46,4182.5,0,0,0,8240,8240,8240,
2017,1404,Corporation of the City of London,Greenway Pollution Control Centre,London,221320,743,25957,0,20233.793,0,0,0,0,46934,20977,20977,
2017,1406,Certainteed Corp Insulation Group,CertainTeed Insulation Ottawa,Ottawa,325220,10144.4223,0,4.1152,54.1452,0,0,0,0,10203,10203,10203,GHD
2017,1407,New Gold Inc.,Rainy River Mine,Emo,212220,4680.834,0,1.785,111.6,0,0,0,0,4795,4795,4795,
2017,1412,Max Aicher (North America) Limited,Max Aicher (North America) Limited,Hamilton,331110,12719,0,5.271,69.13,0,0,0,0,12794,12794,12794,
2018,1001,ADM Agri-Industries Company,ADM AGRI-INDUSTRIES - ADM Windsor,Windsor,311224,67943.8839,0,28.0101,369.3526,0,0,0,0,68342,68342,68342,GHD
2018,1002,Air Products Canada Ltd.,Corunna Hydrogen Facility,Corunna,325120,531546,0,0,0,0,0,0,0,531546,531546,531546,Stantec Consulting Ltd.
2018,1003,Emerald Energy From Waste Inc.,Emerald Energy from Waste Inc.,Brampton,562210,81274,58662,925.617,1099.26,0,0,0,0,141961,83299,83299,Internat Energy Solutions Canada Inc.
2018,1005,ArcelorMittal Dofasco G.P.,ArcelorMittal Dofasco,Hamilton,331110,4741228.966,0,15734.4642,3449.06,0,0,0,0,4760413,4760413,4744937,PricewaterhouseCoopers LLP
2018,1006,Atlantic Packaging Products Ltd.,111 Progress,Scarborough,322130,53044,14644,21.9471,288.765,0,0,0,0,67999,53355,53355,RWDI
2018,1007,Atlantic Power LP,Kapuskasing Power Plant,Kapuskasing,221112,86.68,0,0.483,0.713,0,0,0,0,88,88,88,GHD Limited
